6.000000,0.505000,0.548048,0.390000,0.519520
14.000000,0.481250,0.355769,0.195833,0.376374
12.000000,0.511458,0.565934,0.652083,0.708791
1.000000,0.377246,0.728000,0.706587,0.540000
1.000000,0.841317,0.718000,0.311377,0.560000
14.000000,0.175150,0.368000,0.344311,0.736000
14.000000,0.365269,0.462000,0.718563,0.920000
14.000000,0.833832,0.485000,0.326347,0.970000
6.000000,0.425000,0.503003,0.494000,0.261261
0.000000,0.477000,0.460854,0.542000,0.373665
0.000000,0.328000,0.371886,0.128000,0.124555
14.000000,0.406000,0.724199,0.036000,0.174377
14.000000,0.068000,0.756228,0.036000,0.174377
0.000000,0.506000,0.502732,0.980000,0.426230
0.000000,0.901000,0.579235,0.122000,0.071038
0.000000,0.734000,0.558743,0.172000,0.095628
18.000000,0.658333,0.565000,0.677778,0.466000
18.000000,0.655556,0.380000,0.533333,0.152000
14.000000,0.190000,0.606667,0.380000,0.706667
14.000000,0.681000,0.552000,0.494000,0.586667
11.000000,0.518072,0.421000,0.879518,0.530000
18.000000,0.761000,0.485075,0.474000,0.785075
18.000000,0.234000,0.497015,0.468000,0.785075
8.000000,0.369000,0.493994,0.738000,0.987988
7.000000,0.409000,0.468468,0.426000,0.336336
6.000000,0.472000,0.466967,0.888000,0.933934
8.000000,0.924000,0.597598,0.096000,0.180180
2.000000,0.462667,0.570000,0.621333,0.716000
14.000000,0.402667,0.499000,0.800000,0.998000
3.000000,0.709000,0.432432,0.326000,0.804805
3.000000,0.463000,0.696697,0.194000,0.114114
2.000000,0.453629,0.521000,0.907258,0.954000
14.000000,0.435000,0.553333,0.038000,0.114667
14.000000,0.514000,0.585333,0.064000,0.205333
14.000000,0.562000,0.593333,0.052000,0.189333
15.000000,0.658667,0.601000,0.677333,0.634000
15.000000,0.085333,0.611000,0.165333,0.610000
3.000000,0.857333,0.484000,0.280000,0.352000
14.000000,0.221333,0.641000,0.330667,0.714000
7.000000,0.738000,0.498498,0.520000,0.996997
7.000000,0.306000,0.498498,0.608000,0.996997
11.000000,0.488000,0.578759,0.920000,0.804296
11.000000,0.529000,0.330549,0.686000,0.470167
6.000000,0.554000,0.510511,0.676000,0.828829
14.000000,0.813000,0.202703,0.110000,0.399399
14.000000,0.329000,0.190691,0.110000,0.303303
14.000000,0.074000,0.333333,0.148000,0.552553
14.000000,0.172000,0.303303,0.108000,0.324324
14.000000,0.113000,0.316817,0.102000,0.333333
14.000000,0.201000,0.481283,0.326000,0.930481
14.000000,0.525000,0.784759,0.662000,0.425134
14.000000,0.785000,0.673797,0.246000,0.604278
8.000000,0.337000,0.454545,0.590000,0.641711
6.000000,0.318000,0.697333,0.140000,0.114667
6.000000,0.184000,0.685333,0.048000,0.053333
6.000000,0.215000,0.696000,0.070000,0.064000
19.000000,0.901000,0.560060,0.194000,0.465465
